FACILITY NAME,Full Address,Street #,Street Name,Suite,City,Province,Postal Code,Ward,Performance,Exhibition / Visual Arts,Screen Based,Library,Multipurpose,Heritage,OWNERSHIP,,,
Evelyn Gregory Branch (TPL),"120 Trowell Avenue, Toronto, ON, M6M 1L7 ",120,Trowell Avenue,,Toronto,ON,M6M 1L7 ,12,1,,,1,,,City operated,,,
Unison Health and Community Services,"1651 Keele St., Toronto, ON, M6M 3W2",1651,Keele St.,,Toronto,ON,M6M 3W2,12,,,,,1,,Owned by others,,,
Learning Enrichment Foundation,"116 Industry St., Toronto, ON, M6M 4L8",116,Industry St.,,Toronto,ON,M6M 4L8,12,,,,,1,,Owned by others,,,
St. Clair West Services for Seniors,"2562 Eglinton Avenue West, Suite 202, Toronto, ON, M6M 1T4",2562,Eglinton Avenue West,Suite 202,Toronto,ON,M6M 1T4,12,,,,,1,,Owned by others,,,
George Harvey Collegiate Insitute,"1700 Keele St., Toronto, ON, M6M 3W5",1700,Keele St.,,Toronto,ON,M6M 3W5,12,,,,,1,,Owned by others,,,
Community Action Resource Centre (Social Planning Toronto),"1652 Keele St., Toronto, ON, M6M 3W3",1652,Keele St.,,Toronto,ON,M6M 3W3,12,,,,,1,,City Owned,,,
Ecole elementaire Maison Montessori,"116 Cornelius Parkway, Toronto, ON, M6L 2K5",116,Cornelius Parkway,,Toronto,ON,M6L 2K5,12,,,,,1,,Owned by others,,,
Chaminade College,"490 Queens Drive, Toronto, ON, M6L 1M8",490,Queens Drive,,Toronto,ON,M6L 1M8,12,,,,,1,,Owned by others,,,
Amesbury Community Centre (Amesbury Park),"1507 Lawrence Ave. West, Toronto, ON, M6L 1A8",1507,Lawrence Ave. West,,Toronto,ON,M6L 1A8,12,,,,,1,,City Owned,,,
Greenborough Community Church ,"2000 Keele St., Toronto, ON, M6M 3Y4",2000,Keele St.,,Toronto,ON,M6M 3Y4,12,1,,,,1,,Owned by others,,,
Chris Tonks Arena,"2801 Eglinton Avenue West, Toronto, ON, M6M 5B4",2801,Eglinton Avenue West,,Toronto,ON,M6M 5B4,12,,,,,1,,City Owned,,,
Annette Street Branch (TPL),"145 Annette Street, Toronto, ON, M6P 1P3",145,Annette Street,,Toronto,ON,M6P 1P3,13,1,,,1,,,City Owned,,,
Annette Community Recreation Centre,"333 Annette Street, Toronto, ON, M6P 1R3",333,Annette Street,,Toronto,ON,M6P 1R3,13,1,,,,1,,City Owned,,,
Humbercrest United Church,"16 Baby Point Road, Toronto, ON, M6S 2E9",16,Baby Point Road,,Toronto,ON,M6S 2E9,13,1,,,,1,,Owned by others,,,
High Park & Ampitheatre,"1873 Bloor Street West, Toronto, ON, M6R 2Z3",1873,Bloor Street West,,Toronto,ON,M6R 2Z3,13,1,,,,1,,City Owned,,,
Kumf Gallery (Ukranian-Canadian Art Foundation),"2118 Bloor Street West, A, Suite 204, Toronto, ON, M6S 1M8",2118,Bloor Street West,"A, Suite 204",Toronto,ON,M6S 1M8,13,,1,,,1,,Owned by others,,,
Runnymede Branch (TPL),"2178 Bloor Street West, Toronto, ON, M6S 1M8",2178,Bloor Street West,,Toronto,ON,M6S 1M8,13,,1,,1,,,City Owned,,,
The Village Playhouse (Backspace),"2190 Bloor Street West, E, Toronto, ON, M6S 1N3",2190,Bloor Street West,E,Toronto,ON,M6S 1N3,13,1,,,,,,Owned by others,,,
Chapters Runnymede,"2225 Bloor Street West, Toronto, ON, M6S 1M7",2225,Bloor Street West,,Toronto,ON,M6S 1M7,13,1,,,,1,,Owned by others,,,
Colborne Lodge Coach House,"11 Colborne Lodge Drive, Toronto, ON, M6R 2Z3",11,Colborne Lodge Drive,,Toronto,ON,M6R 2Z3,13,1,,,,1,1,City Owned,,,
Impromptu Gallery,"2861 Dundas Street West, Toronto, ON, M6P 1Y9",2861,Dundas Street West,,Toronto,ON,M6P 1Y9,13,,1,,,,,Owned by others,,,
The Hole in the Wall,"2867 Dundas Street West, A, Toronto, ON, M6P 1Y9",2867,Dundas Street West,A,Toronto,ON,M6P 1Y9,13,1,,,,,,Owned by others,,,
Celtes Pub ,"2872 Dundas Street West, Toronto, ON, M6P 1Y9",2872,Dundas Street West,,Toronto,ON,M6P 1Y9,13,1,,,,,,Owned by others,,,
ARTiculations: Earl Selkirk Gallery,"2928 Dundas Street West, Toronto, ON, M6P 1Y8",2928,Dundas Street West,,Toronto,ON,M6P 1Y8,13,,1,,,,,Owned by others,,,
Mjolk / Urbanscape Gallery,"2959 Dundas Street West, Toronto, ON, M6P 1Z2",2959,Dundas Street West,,Toronto,ON,M6P 1Z2,13,,1,,,,,Owned by others,,,
Academy of Realist Art,"2968 Dundas Street West, Toronto, ON, M6P 1Y8",2968,Dundas Street West,,Toronto,ON,M6P 1Y8,13,,1,,,,,Owned by others,,,
Narwhal Art Projects,"2988 Dundas Street West, Toronto, ON, M6P 1X6",2988,Dundas Street West,,Toronto,ON,M6P 1X6,13,,1,,,,,Owned by others,,,
Bending Spoons Gallery at Vesuvio,"3010 Dundas Street West, Toronto, ON, M6P 1Z3",3010,Dundas Street West,,Toronto,ON,M6P 1Z3,13,,1,,,,,Owned by others,,,
Agora Mediterranean Cafe,"3015 Dundas Street West, Toronto, ON, M6P 1Z4",3015,Dundas Street West,,Toronto,ON,M6P 1Z4,13,1,1,,,,,Owned by others,,,
3030 Dundas St. West,"3030 Dundas Street West, Toronto, ON, M6P 1Z3",3030,Dundas Street West,,Toronto,ON,M6P 1Z3,13,1,1,1,,1,,Owned by others,,,
Axis Gallery & Grill,"3048 Dundas Street West, Toronto, ON, M6P 1Z3",3048,Dundas Street West,,Toronto,ON,M6P 1Z3,13,1,,,,,,Owned by others,,,
Crema Coffee Company ,"3079 Dundas Street West, Toronto, ON, M6P 1Z9",3079,Dundas Street West,,Toronto,ON,M6P 1Z9,13,1,,,,1,,Owned by others,,,
Wise Daughers Craft Market ,"3079 Dundas Street West, B, Toronto, ON, M6P 1Z9",3079,Dundas Street West,B,Toronto,ON,M6P 1Z9,13,1,1,,,1,,Owned by others,,,
Telephone Booth Gallery,"3148 Dundas Street West, Toronto, ON, M6P 2A1",3148,Dundas Street West,,Toronto,ON,M6P 2A1,13,,1,,,,,Owned by others,,,
Rhythm & Motion Dance Studio,"3352 Dundas Street West, Toronto, ON, M6P 2A4",3352,Dundas Street West,,Toronto,ON,M6P 2A4,13,1,,,,,,Owned by others,,,
Club Hispano,"3465 Dundas Street West, Toronto, ON, M6S 2S5",3465,Dundas Street West,,Toronto,ON,M6S 2S5,13,1,1,,,,,Owned by others,,,
Gotta Dance Studio,"3581 Dundas Street West, B, Toronto, ON, M6S 2S8",3581,Dundas Street West,B,Toronto,ON,M6S 2S8,13,1,,,,1,,Owned by others,,,
Ursula Franklin Academy,"146 Glendonwynne Road, Toronto, ON, M6P 3E3",146,Glendonwynne Road,,Toronto,ON,M6P 3E3,13,1,,,,1,,Owned by others,,,
Keele Community Centre,"181 Glenlake Avenue, Toronto, ON, M6P 4B6",181,Glenlake Avenue,,Toronto,ON,M6P 4B6,13,,,,,1,,City Owned,,,
St. Johns West Toronto Anglican Church,"288 Humberside Avenue, Toronto, ON, M6P 2V2",288,Humberside Avenue,,Toronto,ON,M6P 2V2,13,1,,,,1,,Owned by others,,,
Art Works Art School,"238 Jane Street, Toronto, ON, M6S 3Z1",238,Jane Street,,Toronto,ON,M6S 3Z1,13,,1,,,,,Owned by others,,,
Jane / Dundas Branch (TPL),"620 Jane Street, Toronto, ON, M6S 4A6",620,Jane Street,,Toronto,ON,M6S 4A6,13,1,,,1,,,City Owned,,,
"Swansea Town Hall, Council Chamber","95 Lavinia Avenue, Toronto, ON, M6S 3H6",95,Lavinia Avenue,,Toronto,ON,M6S 3H6,13,,1,,,1,,City Owned,,,
Swansea Memorial Library,"95 Lavinia Avenue, Toronto, ON, M6S 3H9",95,Lavinia Avenue,,Toronto,ON,M6S 3H9,13,,,,1,,,City Owned,,,
Lambton House,"4066 Old Dundas Street, Toronto, ON, M6S 2R7",4066,Old Dundas Street,,Toronto,ON,M6S 2R7,13,,1,1,,1,1,City Owned,,,
The Junction Business Improvement Area (BIA),"396 Pacific Avenue, Suite 205, Toronto, ON, M6P 2R1",396,Pacific Avenue,Suite 205,Toronto,ON,M6P 2R1,13,1,,,,,,Owned by others,,,
Humberside Collegiate Institute (Lismer Hall),"280 Quebec Avenue, Toronto, ON, M6P 2V2",280,Quebec Avenue,,Toronto,ON,M6P 2V2,13,1,1,1,,1,,Owned by others,,,
Runnymede United Church,"432 Runnymede Road, Toronto, ON, M6S 2Y8",432,Runnymede Road,,Toronto,ON,M6S 2Y8,13,1,,,1,,,Owned by others,,,
Swansea Community Recreation Centre,"15 Waller Avenue, Toronto, ON, M6S 4Z9",15,Waller Avenue,,Toronto,ON,M6S 4Z9,13,1,,,,1,,City Owned,,,
Swansea Public School,"207 Windermere Avenue, Toronto, ON, M6S 3J9",207,Windermere Avenue,,Toronto,ON,M6S 3J9,13,1,1,1,,1,,Owned by others,,,
Delight,"3040 Dundas Street West, Toronto, ON, M6P 1Z3",3040,Dundas Street West,,Toronto,ON,M6P 1Z3,13,,1,,,,,Owned by others,,,
Windermere United Church,"356 Windermere Avenue, Toronto, ON, M6S 3L3",356,Windermere Avenue,,Toronto,ON,M6S 3L3,13,1,,,,1,,Owned by others,,,
Morningside - High Park Presbyterian Church,"4 Morningside Avenue, Toronto, ON, M6S 1C2",4,Morningside Avenue,,Toronto,ON,M6S 1C2,13,1,,,,1,,Owned by others,,,
St. Paul's Anglican Church (Runnymede),"404 Willard Avenue, Toronto, ON, M6S 3R5",404,Willard Avenue,,Toronto,ON,M6S 3R5,13,1,,,,1,,Owned by others,,,
Baka Gallery Café,"2256 Bloor Street West, Toronto, ON, M6S 1N6",2256,Bloor Street West,,Toronto,ON,M6S 1N6,13,,1,,,1,,Owned by others,,,
Coffee Tree Roastery,"2412 Bloor Street West, Toronto, ON, M6S 1P9",2412,Bloor Street West,,Toronto,ON,M6S 1P9,13,,1,,,1,,Owned by others,,,
Bread and Roses Bakery Café,"2232 Bloor Street West, Toronto, ON, M6S 1N6",2232,Bloor Street West,,Toronto,ON,M6S 1N6,13,,1,,,,,Owned by others,,,
Latitude 44,"2900 Dundas Street West, Toronto, ON, M6P 1Y8",2900,Dundas Street West,,Toronto,ON,M6P 1Y8,13,,1,,,,,Owned by others,,,
Coco Organic Chocolate,"365 Jane Street, Toronto, ON, M6S 2E2",365,Jane Street,,Toronto,ON,M6S 2E2,13,,1,,,,,Owned by others,,,
Victoria Lodge #474,"151 Annette Street, Toronto, ON, M6P 2N7",151,Annette Street,,Toronto,ON,M6P 2N7,13,,,,,1,,Owned by others,,,
The Train Platform (Dundas West),"2960 Dundas Street West, Toronto, ON, M6P 1Z2",2960,Dundas Street West,,Toronto,ON,M6P 1Z2,13,,,,,1,,Owned by others,,,
The Royal Canadian Legion Ontario Provincial Command - Branch 46,"72 Durie Street, Toronto, ON, M6S 3E8",72,Durie Street,,Toronto,ON,M6S 3E8,13,,,,,1,,Owned by others,,,
Humbercrest School,"14 Saint Marks Road, Toronto, ON, M6S 2H7",14,Saint Marks Road,,Toronto,ON,M6S 2H7,13,,,,,1,,Owned by others,,,
Warren Park Junior Public School,"135 Varsity Road, Toronto, ON, M6S 4P4",135,Varsity Road,,Toronto,ON,M6S 4P4,13,,,,,1,,Owned by others,,,
St. Pius Catholic School,"71 Jane Street, Toronto, ON, M6S 3Y3",71,Jane Street,,Toronto,ON,M6S 3Y3,13,,,,,1,,Owned by others,,,
West Toronto Baptist Church,"3049 Dundas Street West, Toronto, ON, M6P 1Z5",3049,Dundas Street West,,Toronto,ON,M6P 1Z5,13,1,,,,1,,Owned by others,,,
Farmers Memorial Baptist Church,"293 South Kingsway, Toronto, ON, M6S 3V4",293,South Kingsway,,Toronto,ON,M6S 3V4,13,1,,,,1,,Owned by others,,,
Toronto West Community Church,"606 Jane Street, Toronto, ON, M6S 4A6",606,Jane Street,,Toronto,ON,M6S 4A6,13,1,,,,1,,Owned by others,,,
Bishop Marrocco/Thomas Merton Catholic Secondary School,"1515 Bloor Street West, Toronto, ON, M6P 1A3",1515,Bloor Street West,,Toronto,ON,M6P 1A3,14,1,,,,1,,Owned by others,,,
Romero House,"1558 Bloor Street West, Toronto, ON, M6P 1A4",1558,Bloor Street West,,Toronto,ON,M6P 1A4,14,,,,,1,,Owned by others,,,
Lithuanian Community House,"1573 Bloor Street West, Toronto, ON, M6P 1A6",1573,Bloor Street West,,Toronto,ON,M6P 1A6,14,1,,,,1,,Owned by others,,,
Taras Shevchenko Museum,"1614 Bloor Street West, Toronto, ON, M6P 1A7",1614,Bloor Street West,,Toronto,ON,M6P 1A7,14,,1,,,,,Owned by others,,,
Neubacher Shor Contemporary,"5 Brock Avenue, Toronto, ON, M6K 2K6",5,Brock Avenue,,Toronto,ON,M6K 2K6,14,,1,,,,,Owned by others,,,
The Japanese Paper Place,"77 Brock Avenue, Toronto, ON, M6K 2L3",77,Brock Avenue,,Toronto,ON,M6K 2L3,14,,1,,,,,Owned by others,,,
St. John's National Polish Catholic Cathedral,"186 Cowan Avenue, Toronto, ON, M6K 2N6",186,Cowan Avenue,,Toronto,ON,M6K 2N6,14,,,,,1,,Owned by others,,,
Masaryk-Cowan Community Centre,"220 Cowan Avenue, Toronto, ON, M6K 2N6",220,Cowan Avenue,,Toronto,ON,M6K 2N6,14,,,,,1,,City Owned,,,
Dufferin Liberty Centre,"219 Dufferin Street, Toronto, ON, M6K 1Y9",219,Dufferin Street,,Toronto,ON,M6K 1Y9,14,,1,1,,1,,Owned by others,,,
The Baitshop Gallery,"358 Dufferin Street, Suite 117, Toronto, ON, M6K 1Z8",358,Dufferin Street,Suite 117,Toronto,ON,M6K 1Z8,14,,1,,,1,,Owned by others,,,
Unit 102 Theatre,"376 Dufferin Street, Toronto, ON, M6K 1E6",376,Dufferin Street,,Toronto,ON,M6K 1E6,14,1,,,,,,Owned by others,,,
That's Women's Work Arts Network,"2035 Dundas Street West, Toronto, ON, M6R 1W8",2035,Dundas Street West,,Toronto,ON,M6R 1W8,14,,1,,,,,Owned by others,,,
Euphonic Sound Recording Studio,"2238 Dundas Street West, Suite B104, Toronto, ON, M6R 1X3",2238,Dundas Street West,Suite B104,Toronto,ON,M6R 1X3,14,1,,,,,,Owned by others,,,
Hugh's Room,"2261 Dundas Street West, Toronto, ON, M6R 1X6",2261,Dundas Street West,,Toronto,ON,M6R 1X6,14,1,,,,,,Owned by others,,,
Trebas Institute,"2340 Dundas Street West, Toronto, ON, M6P 4A9",2340,Dundas Street West,,Toronto,ON,M6P 4A9,14,,,1,,,,Owned by others,,,
Lucy McCormick Sr. Public School,"2717 Dundas Street West, Toronto, ON, M6P 1Y1",2717,Dundas Street West,,Toronto,ON,M6P 1Y1,14,,,,,1,,Owned by others,,,
Allan Lamport Stadium,"1155 King Street West, Toronto, ON, M6K 1E9",1155,King Street West,,Toronto,ON,M6K 1E9,14,1,,,,1,,City owned ,,,
Argonaut Rowing Club,"1225 Lake Shore Boulevard West, Toronto, ON, M6K 3C1",1225,Lake Shore Boulevard West,,Toronto,ON,M6K 3C1,14,1,,,,1,,Owned by others,,,
Palais Royale,"1601 Lake Shore Boulevard West, Toronto, ON, M6K 3C1",1601,Lake Shore Boulevard West,,Toronto,ON,M6K 3C1,14,1,,,,1,,Owned by others,,,
Convenience Gallery,"58 Lansdowne Avenue, Toronto, ON, M6K 2V9",58,Lansdowne Avenue,,Toronto,ON,M6K 2V9,14,,1,,,,,Owned by others,,,
Parkdale Community Recreation Centre,"75 Lansdowne Avenue, Toronto, ON, M6K 2V7",75,Lansdowne Avenue,,Toronto,ON,M6K 2V7,14,,,,,1,,City operated,,,
Olga Korper Gallery,"17 Morrow Avenue, Toronto, ON, M6R 2H9",17,Morrow Avenue,,Toronto,ON,M6R 2H9,14,,1,,,,,Owned by others,,,
Christopher Cutts Gallery,"21 Morrow Avenue, Toronto, ON, M6R 2H9",21,Morrow Avenue,,Toronto,ON,M6R 2H9,14,,1,,,,,Owned by others,,,
Pia Bouman School for Ballet and Creative Movement (Scotiabank Studio),"6 Noble Street, Toronto, ON, M6K 2C6",6,Noble Street,,Toronto,ON,M6K 2C6,14,1,,,,,,Owned by others,,,
Salvador Darling,"1237 Queen Street West, Toronto, ON, M6K 1L4",1237,Queen Street West,,Toronto,ON,M6K 1L4,14,,1,,,,,Owned by others,,,
Stone's Place,"1255 Queen Street West, Toronto, ON, M6K 1L5",1255,Queen Street West,,Toronto,ON,M6K 1L5,14,1,,,,,,Owned by others,,,
Goodfellas Gallery,"1266 Queen Street West, Toronto, ON, M6K 1J4",1266,Queen Street West,,Toronto,ON,M6K 1J4,14,,1,,,,,Owned by others,,,
The Mascot,"1267 Queen Street West, Toronto, ON, M6K 1L6",1267,Queen Street West,,Toronto,ON,M6K 1L6,14,,1,,,,,Owned by others,,,
Cadillac Lounge,"1296 Queen Street West, Toronto, ON, M6K 1L4",1296,Queen Street West,,Toronto,ON,M6K 1L4,14,1,,,,,,Owned by others,,,
Parkdale Branch (Auditorium) (TPL),"1303 Queen Street West, Toronto, ON, M6K 1L4",1303,Queen Street West,,Toronto,ON,M6K 1L4,14,1,,,1,,,City Owned,,,
"Parkdale Arts and Culture Centre (Gallery 1313, Famer's Market)","1313 Queen Street West, Toronto, ON, M6K 1L8",1313,Queen Street West,,Toronto,ON,M6K 1L8,14,,1,,,1,,City Owned,,,
The workroom,"1340 Queen Street West, Toronto, ON, M6K 1L4",1340,Queen Street West,,Toronto,ON,M6K 1L4,14,,1,,,,,Owned by others,,,
Made You Look,"1338 Queen Street West, Toronto, ON, M6K 1L6",1338,Queen Street West,,Toronto,ON,M6K 1L6,14,,1,,,,,Owned by others,,,
Not My Dog,"1510 Queen Street West, Toronto, ON, M6R1A4 
",1510,Queen Street West,,Toronto,ON,"M6R1A4 
",14,1,1,,,,,Owned by others,,,
FIXT Point Studio,"1550 Queen Street West, Toronto, ON, M5R 1A6",1550,Queen Street West,,Toronto,ON,M5R 1A6,14,1,,,,1,,Owned by others,,,
High Park Library (TPL),"228 Roncesvalles Avenue, Toronto, ON, M6R 2L3",228,Roncesvalles Avenue,,Toronto,ON,M6R 2L3,14,1,,,1,,,City Owned,,,
Another Story Bookshop,"315 Roncesvalles Avenue, Toronto, ON, M6R 2M6",315,Roncesvalles Avenue,,Toronto,ON,M6R 2M6,14,,1,,,,,Owned by others,,,
Alternative Grounds Coffee House,"333 Roncesvalles Avenue, Toronto, ON, M6R 2M8",333,Roncesvalles Avenue,,Toronto,ON,M6R 2M8,14,,1,,,,,Owned by others,,,
The Local (Pub and Restaurant),"396 Roncesvalles Avenue, Toronto, ON, M6R 2M9",396,Roncesvalles Avenue,,Toronto,ON,M6R 2M9,14,1,1,,,,,Owned by others,,,
The Revue Cinema,"400 Roncesvalles Avenue, Toronto, ON, M6R 2M9",400,Roncesvalles Avenue,,Toronto,ON,M6R 2M9,14,,,1,,,,Owned by others,,,
Gate 403 Pub and Piano Bar,"403 Roncesvalles Avenue, Toronto, ON, M6R 2N1",403,Roncesvalles Avenue,,Toronto,ON,M6R 2N1,14,1,,,,,,Owned by others,,,
Gallery 345 (Circuit Gallery),"345 Sorauren Avenue, Toronto, ON, M6R  2G5",345,Sorauren Avenue,,Toronto,ON,M6R  2G5,14,1,1,,,1,,Owned by others,,,
David Scott Gallery,"11 Strickland Avenue, Toronto, ON, M6K 3E6",11,Strickland Avenue,,Toronto,ON,M6K 3E6,14,,1,,,,,Owned by others,,,
Barbara Frum Branch (TPL),"20 Covington Road, Toronto, ON, M6A 3C1",20,Covington Road,,Toronto,ON,M6A 3C1,15,1,,,1,1,,City Operated,,,
Fairbank Memorial Community Centre,"2213 Dufferin Street, Toronto, ON, M6E 3S2",2213,Dufferin Street,,Toronto,ON,M6E 3S2,15,,,,,1,,City Owned,,,
ArtStarts,"3401 Dufferin Street, Toronto, ON, M6A 2T9",3401,Dufferin Street,,Toronto,ON,M6A 2T9,15,1,1,,,1,,Owned by others,,,
"The Bridge, Youth Settlement Services (For Youth Initiative)","1669 Eglinton Avenue West, Toronto, ON, M6E 2H4",1669,Eglinton Avenue West,,Toronto,ON,M6E 2H4,15,,,,,1,,Owned by others,,,
Maria A. Shchuka Branch (TPL),"1745 Eglinton Avenue West, Toronto, ON, M6E 2H4",1745,Eglinton Avenue West,,Toronto,ON,M6E 2H4,15,1,,,1,1,,City Operated,,,
Unison Health & Community Services (Lawrence Heights),"12 Flemington Road, Toronto, ON, M6A 2N4",12,Flemington Road,,Toronto,ON,M6A 2N4,15,,,,,1,,Owned by others,,,
Glen Long Community Centre,"35 Glen Long Avenue, Toronto, ON, M6B 2M1",35,Glen Long Avenue,,Toronto,ON,M6B 2M1,15,,,,,1,,City Owned,,,
Congregation Habonim,"5 Glen Park Avenue, Toronto, ON, M6B 4J2",5,Glen Park Avenue,,Toronto,ON,M6B 4J2,15,1,,,,,,Owned by others,,,
Beth Torah Congregation,"47 Glenbrook Avenue, Toronto, ON, M6B 2L7",47,Glenbrook Avenue,,Toronto,ON,M6B 2L7,15,1,,,,1,,Owned by others,,,
Columbus Centre (Joseph D. Carrier Art Gallery),"901 Lawrence Avenue West, Toronto, ON, M6A1C3",901,Lawrence Avenue West,,Toronto,ON,M6A1C3,15,,1,,,,,Owned by others,,,
Multicultural History Society of Ontario,"901 Lawrence Avenue West, Suite 307, Toronto, ON, M6A 1C3",901,Lawrence Avenue West,Suite 307,Toronto,ON,M6A 1C3,15,,1,,,,,Owned by others,,,
Chalkers Pub Billiards Bistro,"247 Marlee Avenue, Toronto, ON, M6B 4B8",247,Marlee Avenue,,Toronto,ON,M6B 4B8,15,1,,,,,,Owned by others,,,
Oakwood Village Library & Arts Centre Branch (TPL),"341 Oakwood Avenue, Toronto, ON, M6E 2W1",341,Oakwood Avenue,,Toronto,ON,M6E 2W1,15,1,1,,1,1,,City Operated,,,
York-Eglinton BIA,"605 Oakwood Avenue , Toronto, ON, M6E 2G8",605,Oakwood Avenue ,,Toronto,ON,M6E 2G8,15,,,,,1,,Owned by others,,,
"Sala Caboto, Villa Columbo","40 Playfair Avenue, Toronto, ON, M6B 2P9",40,Playfair Avenue,,Toronto,ON,M6B 2P9,15,,,,,1,,Owned by others,,,
Lawrence Heights Community Centre,"5 Replin Road, Toronto, ON, M6A 2M8",5,Replin Road,,Toronto,ON,M6A 2M8,15,,,,,1,,City Owned,,,
Vaughan Road Academy,"529 Vaughan Road, Toronto, ON, M6C 2R1",529,Vaughan Road,,Toronto,ON,M6C 2R1,15,1,,,,1,,Owned by others,,,
Viewmount CC,"169 Viewmount Avenue, Toronto, ON, M6B 1T7",169,Viewmount Avenue,,Toronto,ON,M6B 1T7,15,,,,,1,,City Owned,,,
Armour Heights Library (TPL),"2140 Avenue Road, Toronto, ON, M5M 4M7",2140,Avenue Road,,Toronto,ON,M5M 4M7,16,,,,1,,,City Owned,,,
Oliver Gordon Gallery,"641 Briar Hill Avenue, Toronto, ON, M5N 1N4",641,Briar Hill Avenue,,Toronto,ON,M5N 1N4,16,,1,,,,,Owned by others,,,
Church of St. Philip The Apostle,"201 Caribou Road, Toronto, ON, M5N 2B5",201,Caribou Road,,Toronto,ON,M5N 2B5,16,1,,,,,,Owned by others,,,
Lawrence Park Collegiate Institute,"125 Chatsworth Drive, Toronto, ON, M4R 1S1",125,Chatsworth Drive,,Toronto,ON,M4R 1S1,16,1,,,,1,,Owned by others,,,
Blessed Sacrament Catholic Church,"24 Cheritan Avenue, Toronto, ON, 
M4R 1S4
",24,Cheritan Avenue,,Toronto,ON,"
M4R 1S4
",16,1,,,,1,,Owned by others,,,
Morris Winchevsky Centre,"585 Cranbrooke Avenue, Toronto, ON, M6A 2X9",585,Cranbrooke Avenue,,Toronto,ON,M6A 2X9,16,1,1,,,,,Owned by others,,,
Forest Hill Collegiate,"730 Eglinton Avenue West, Toronto, ON, M5N 1B9",730,Eglinton Avenue West,,Toronto,ON,M5N 1B9,16,,,,,1,,Owned by others,,,
North Toronto Memorial Community Centre,"200 Eglinton Avenue West, Toronto, ON, M4R 1A7",200,Eglinton Avenue West,,Toronto,ON,M4R 1A7,16,,,,,1,,City Owned,,,
Nikola Rukaj Gallery,"384 Eglinton Avenue West, Toronto, ON, M5N 1A2",384,Eglinton Avenue West,,Toronto,ON,M5N 1A2,16,,1,,,,,Owned by others,,,
Fairlawn Avenue United Church (Fairlawn Neighbourhood Centre),"28 Fairlawn Avenue, Toronto, ON, M5M 1S7",28,Fairlawn Avenue,,Toronto,ON,M5M 1S7,16,1,1,,,1,,Owned by others,,,
Glenview Presbyterian Church,"1 Glenview Avenue, Toronto, ON, M4R 1P5",1,Glenview Avenue,,Toronto,ON,M4R 1P5,16,1,,,,1,,Owned by others,,,
Workmen's Circle,"471 Lawrence Avenue West, Toronto, ON, M5M 1C6",471,Lawrence Avenue West,,Toronto,ON,M5M 1C6,16,1,,,,1,,Owned by others,,,
Eglinton - St. George's United Church,"35 Lytton Boulevard, Toronto, ON, M4R 1L2",35,Lytton Boulevard,,Toronto,ON,M4R 1L2,16,1,,,,1,,Owned by others,,,
Dewi Sant Welsh United Church,"33 Melrose Avenue, Toronto, ON, M5M 1Y6",33,Melrose Avenue,,Toronto,ON,M5M 1Y6,16,1,,,,1,,Owned by others,,,
Melrose Baptist Church,"375 Melrose Avenue, Toronto, ON, M5M 1Z6",375,Melrose Avenue,,Toronto,ON,M5M 1Z6,16,1,,,,1,,Owned by others,,,
Church of St. Timothy,"100 Old Orchard Grove, Toronto, ON, M5M 2E2",100,Old Orchard Grove,,Toronto,ON,M5M 2E2,16,1,,,,,,Owned by others,,,
"Northern District, Eglinton Branch (TPL) (Delisle Youth Gallery, Canadian Children's Book Centre)","40 Orchard View Boulevard, Toronto, ON, M4R 1B9",40,Orchard View Boulevard,,Toronto,ON,M4R 1B9,16,1,,,1,,,City operated,,,
St. Margaret Queen of Scotland Parish,"222 Ridley Boulevard, Toronto, ON, M5M 3M6",222,Ridley Boulevard,,Toronto,ON,M5M 3M6,16,1,,,,,,Owned by others,,,
St. Clement's Anglican Church,"70 St. Clements Avenue, Toronto, ON, M4R 1H2",70,St. Clements Avenue,,Toronto,ON,M4R 1H2,16,1,,,,1,,Owned by others,,,
Indigo Books - Yonge & Eglinton,"2300 Yonge Street, Toronto, ON, M4P 1L8",2300,Yonge Street,,Toronto,ON,M4P 1L8,16,1,,,,,,Owned by others,,,
Martha Hicks School of Ballet,"1660 Avenue Road, Toronto, ON, M5M 3X9",1660,Avenue Road,,Toronto,ON,M5M 3X9,16,1,,,,,,Owned by others,,,
The Uptown Loft,"2464 Yonge Street, Toronto, ON, M4P 2H5",2464,Yonge Street,,Toronto,ON,M4P 2H5,16,1,1,1,,1,,Owned by others,,,
The Castlefield Event Theatre ,"2492 Yonge Street, Toronto, ON, M4P 2H7
",2492,Yonge Street,,Toronto,ON,"M4P 2H7
",16,,,,,1,,Owned by others,,,
Tandem Dance & Fitness Studios,"3300 Yonge Street, Toronto, ON, M4N 2L6",3300,Yonge Street,,Toronto,ON,M4N 2L6,16,1,,,,,,Owned by others,,,
Evangel Temple Church,"4190 Yonge Street, Toronto, ON, M2P 1N9",4190,Yonge Street,,Toronto,ON,M2P 1N9,16,1,,,,1,,Owned by others,,,
Casa Das Beira Cultural Community Centre of Toronto ,"34 Caledonia Road, Toronto, ON, M6E 4S4
",34,Caledonia Road,,Toronto,ON,"M6E 4S4
",17,1,,,,1,,Owned by others,,,
First Portuguese Canadian Club ,"60 Caledonia Road, Toronto, ON, M6E 4S4
",60,Caledonia Road,,Toronto,ON,"M6E 4S4
",17,1,,,,1,,Owned by others,,,
